Author,Title,ISBN,Location,Owner
John Rechy,The Miraculous Day of Amalia Gómez,1559701153,Storage,Box #23
John Rechy,Numbers,394171306,Storage,Box #12
John Rechy,Sexual Outlaw,394413431,Storage,Box #37
John Rechy,The Vampires,394178173,Storage,Box #25
J.M. Redmann (Author),Death by the Riverside,934678278,Storage,Box #32
J.M. Redmann,Deaths of Jocasta,934678391,Storage,Box #32
Lannon D. Reed,Behold a Pale Horse,917342097,Storage,Box #12
Paul Reed,Facing it,917342437,Storage,Box #12
Paul Reed,Longing,890875405,Storage,Box #12
David Rees,A Better Class of Blond,094688904x,Storage,Box #42
David Rees,The Colour of His Hair,1870188101,Storage,Box #12
David Rees,Flux,1870188039,Storage,Box #12
David Rees,In the Tent,932870759,Storage,Box #12
David Rees,Islands,915175061,Storage,Box #12
David Rees,The Milkman's on His Way,907040128,Storage,Box #12
David Rees,The Wrong Apple,915175258,Storage,Box #12
David Rees; Peter Robins,The Freezer Counter,187018811x,Storage,Box #17
Geoffrey Rees,Sex with Strangers,374261652,Storage,Box #12
Forrest Reid,The Retreat or the Machinations of Henry,854491023,Storage,Box #12
Forrest Reid,Uncle Stephen,854490833,Storage,Box #12
Forrest Reid,Young Tom,854490558,Storage,Box #12
Paul Reidinger,The Best Man,1555831494,Storage,Box #12
Robert Reilly,The God of Mirrors,140100148,Storage,Box #23
Robert C. Reinhart,Beldon’s Crimes,932870783,Storage,Box #12
Robert C. Reinhart,A History of Shadows,380796163,Storage,Box #12
Robert C. Reinhart,Walk the Night,9781555832674,Storage,Box #12
Mary Renault,The Bull From the Sea,394715047,Storage,Box #12
Mary Renault,The Charioteer,394714806,Storage,Box #12
Mary Renault,Fire From Heaven,394722914,Storage,Box #12
Mary Renault,The Friendly Young Ladies,039473369X,Storage,Box #32
Mary Renault,Funeral Games,523418264,Storage,Box #12
Mary Renault,The King Must Die,None,Storage,Box #12
Mary Renault,The Mask of Apollo,,Storage,Box #12
Mary Renault,The Persian Boy,394751019,Storage,Box #13
Mary Renault,Praise Singer,553230972,Storage,Box #12
Gerard Reve,Parents Worry,074939143X,Storage,Box #23
David S. Reynolds,Walt Whitman’s America,394580230,Storage,Box #39
Margaret Reynolds (Editor),Erotica,449906167,Storage,Box #20
Margaret Reynolds,"Lesbian Short Stories, the Penguin Book of",140240187,Storage,Box #32
Jack Ricardo,The Night G.A.A. Died,312093535,Storage,Box #13
Anne Rice,The Tale of the Body Thief,034538475X,Storage,Box #25
Dell Richards,Lesbian Lists,155583163X,Storage,Box #40
Dell Richards,Superstars,881849553,Storage,Box #39
A.M. Riley,Son of a Gun,9781608201174,Storage,Box #13
Diana Rivers,Daughters of the Great Star,1555833144,Storage,Box #25
Diana Rivers,Journey to Zelindar (The Hadra Archives),1555833055,Storage,Box #32
Tom Robbins (Author),Even Cowgirls Get the Blues,553101161,Storage,Box #23
Jean Roberta (Author),Secrets of the Invisible World,920681034,Storage,Box #32
J.M. Roberts,Without Sanction,1555832156,Storage,Box #13
Peter Robins,Touching Harry,1870188098,Storage,Box #13
Jack Robinson,Teardrops on My Drum,854492615,Storage,Box #13
Victor Robinson,From Reports Collected by the Institute for Sexual Science,B000O9QHLS,Storage,Box #36
Ruthann Robson,Eye of a Hurricane,93239648,Storage,Box #32
Robert Rodi,Closet Case,452272114,Storage,Box #13
Robert Rodi,Fag Hag,525934065,Storage,Box #13
Paul T. Rogers,Saul’s Book,140066357,Storage,Box #13
Frederick Rolfe (Editor); Andrew Eburne (Introduction); A Preface by John Bayley,The Desire & Pursuit of the Whole,807613312,Storage,Box #13
Peter De Rome,The Erotic World of Peter De Rome,907040462,Storage,Box #42
Judith Roof,A Lure of Knowledge,231074875,Storage,Box #36
Ned Rorem,"The Later Diaries of Ned Rorem, 1961-1972",865471177,Storage,Box #42
Ned Rorem,Setting the Tone,698112342,Storage,Box #42
Will Roscoe,Living the Spirit,031203475X,Storage,Box #17
Gerald Rosen,Carmen Miranda Memorial Flagpole,380431092,Storage,Box #23
B. D. Buzzy Ross,Swat Patrol,None,Storage,Box #20
Frazer Ross,The Altar of Eros,200040057,Storage,Box #13
Abigail Roux; Madeleine Urban,Love Ahead,981737242,Storage,Box #13
Lee Rowan,Walking Wounded,979777372,Storage,Box #13
Sheila Rowbotham,The Past is Before Us,807067598,Storage,Box #41
A. L. Rowse,Homosexuals in History,880290110,Storage,Box #41
Marty Rubin,The Boiled Frog Syndrome,1555831087,Storage,Box #13
Paul Rudnick,Social Disease,394552709,Storage,Box #13
Jane Rule,After the Fire,941483452,Storage,Box #32
Jane Rule,Against the Season,930044487,Storage,Box #32
Jane Rule,Contract with the World,941483797,Storage,Box #32
Jane Rule,Desert of the Heart,930044738,Storage,Box #32
Jane Rule,A Hot-Eyed Moderate,930044576,Storage,Box #37
Jane Rule,Inland Passage,930044568,Storage,Box #32
Jane Rule,Memory Board,941483029,Storage,Box #32
Jane Rule,Outlander,930044177,Storage,Box #32
Jane Rule,Theme for Diverse Instruments,941483630,Storage,Box #32
Jane Rule,This is Not for You,930044258,Storage,Box #32
Jane Rule,Young in One Another's Arms,930044533,Storage,Box #32
Michael Ruse,Homosexuality,631175539,Storage,Box #37
Joanna Russ,On Strike Against God,895941864,Storage,Box #32
Paul Russell,Boys of Life,9780452268371,Storage,Box #13
Paul Russell,The Salt Point,525248323,Storage,Box #13
Leigh W. Rutledge,The Gay Book of Lists,1555831206,Storage,Box #40
Leigh W. Rutledge (Editor),Unnatural Quotations,1555831400,Storage,Box #40
Lee Ryder,Peter and Wolf ,,Storage,Box #20
Geoff Ryman,Was,679404295,Storage,Box #23
Vita Sackville-West,All Passion Spent,881847941,Storage,Box #32
Vita Sackville-West,Challenge,380003597,Storage,Box #32
Vita Sackville-West,Pepita,,Storage,Box #23
Douglas Sadownick,Sacred Lips of the Bronx,312110529,Storage,Box #13
J. J. Sagmiller,The Adventures of Nico and Gianni,9781440427497,Storage,Box #13
Don Sakers,Act Well Your Part,932870791,Storage,Box #13
Don Sakers,Lucky in Love,1555831125,Storage,Box #13
Randy Salem,Chris,941483428,Storage,Box #32
Diane Salvatore,Benediction,941483908,Storage,Box #32
Diane Salvatore,"Love, Zena Beth",1562800159,Storage,Box #32
Diane Salvatore,Not Telling Mother,1562800442,Storage,Box #32
Cora Sandel; Barbara Wilson (Translator),Cora Sandel,093118830X,Storage,Box #32
Loren Sanderson,Queen of Clubs ,,Storage,Box #13
Regine Sands,Alarming Heat,155583311X,Storage,Box #32
Regine Sands,Travels with Diana Hunter (Lace Publications),1555833047,Storage,Box #32
Miriam Saphira,Power and the Glory and Other Lesbian Short Stories (The Lavender List),908780400,Storage,Box #32
Pamela Sargent,Women of Wonder: Science Fiction Stories by Women About Women,039471041X,Storage,Box #25
May Sarton,After the Stroke,393025330,Storage,Box #42
May Sarton,Agnes Sibley,,Storage,Box #23
May Sarton,Anger,393016439,Storage,Box #23
May Sarton,The Birth of a Grandfather,,Storage,Box #23
May Sarton,Crucial Conversations,393087255,Storage,Box #23
May Sarton,The Education of Harriet Hatfield,393310299,Storage,Box #33
May Sarton,The Education of Harriet Hatfield,393026957,Storage,Box #23
May Sarton,Faithful Are the Wounds,393084396,Storage,Box #23
May Sarton,Kinds of Love,393086208,Storage,Box #23
May Sarton,The Magnificent Spinster,039302220X,Storage,Box #33
May Sarton,Mrs. Stevens Hears the Mermaids Singing,65-18116,Storage,Box #23
May Sarton,Plant Dreaming Deep,,Storage,Box #23
May Sarton,A Reckoning,393088286,Storage,Box #32
May Sarton,Shadow of a Man,393300307,Storage,Box #23
May Sarton,A Shower of Summer Days,393085996,Storage,Box #23
May Sarton,The Small Room,393008320,Storage,Box #33
Jack Saul,Sins of the Cities of the Plain,1596542861,Storage,Box #20
Karen Saum,Murder is Germane,941483983,Storage,Box #33
Karen Saum,Murder is Material,093467857X,Storage,Box #33
Karen Saum,Murder is Relative,941483703,Storage,Box #33
Steven Saylor,Roman Blood,312972962,Storage,Box #13
Martin Schecter,Two Halves of New Haven,517584182,Storage,Box #13
Gary Schmidgall,The Stranger Wilde,452271576,Storage,Box #39
Carol Schmidt,Silverlake Heat,1562800310,Storage,Box #33
Carol Schmidt,Sweet Cherry Wine,1562800639,Storage,Box #33
Michael Schmidt (Author),Green Island,440332354,Storage,Box #13
Sarah Schulman,Empathy,452270499,Storage,Box #33
Sarah Schulman,"Girls, Visions, and Everything",931188385,Storage,Box #33
Sarah Schulman,People in Trouble,452265681,Storage,Box #33
Patricia Roth Schwartz,The Names of the Moons of Mars,934678197,Storage,Box #33
Sandra Scoppettone,Everything You Have is Mine,316776467,Storage,Box #33
Sandra Scoppettone,Happy Endings Are All Alike (Old Edition),155583177X,Storage,Box #33
Sandra Scoppettone,I’ll Be Leaving You Always,316776475,Storage,Box #33
Sandra Scoppettone,Trying Hard to Hear You,1555831966,Storage,Box #23
Michael Scott,Leather Bound,,Storage,Box #20
R J Scott,All the King's Men,9781461026266,Storage,Box #13
R J Scott,Back Home,9781461099932,Storage,Box #13
R J Scott,The Christmas Throwaway,1920484639,Storage,Box #13
RJ Scott,One Night,9781463718497,Storage,Box #20
Robert Scott,The Finding of David,914017004,Storage,Box #13
Tom Scott,The Devil in Men's Dreams,1879194082,Storage,Box #20
Vickie Sears,Simple Songs,932379826,Storage,Box #33
Will Self,Cock & Bull,679750924,Storage,Box #23
Richard Sennett,The Frog Who Dared to Croak,374158843,Storage,Box #13
Marie Sexton,Coda 2: A to Z,9781615814145,Storage,Box #13
Jay Shaffer,Full Service,1563331500,Storage,Box #20
Peter Shaffer,The Royal Hunt of the Sun,,Storage,Box #40
P.B. Shaw,The Seraphim Kill,802731813,Storage,Box #13
Mike Shearer,The Great American Gay Porno Novel,917342429,Storage,Box #20
Sheba,Serious Pleasure,907179428,Storage,Box #20
Kate Sherwood,Lost Treasure,9781615816712,Storage,Box #13
Kate Sherwood,Shying Away,9781615819386,Storage,Box #13
Ann Allen Shockley,The Black and White of it,930044967,Storage,Box #33
Ann Allen Shockley,Loving Her,930044975,Storage,Box #33
Ann Allen Shockley,Say Jesus and Come to Me,930044983,Storage,Box #33
Linda Kay Silva,Storm Shelter,962859583,Storage,Box #33
Linda Kay Silva,Taken by Storm,962859516,Storage,Box #33
Linda Kay Silva,Tory’s Tuesday,962859532,Storage,Box #33
Linda Kay Silva,Weathering the Storm,1882587022,Storage,Box #33
Charles Silverstein (Author); Edmund White (Author); Julian Graddon (Illustrator),The Joy of Gay Sex,0-671-24079-X,Storage,Box #36
Ken Siman,"Pizza Face, Or, the Hero of Suburbia",802113982,Storage,Box #13
Georges Simenon; J. Maclaren-Ross (Translator),Maigret and the Burglar’s Wife,151555729,Storage,Box #13
Georges Simenon; Geoffrey Sainsbury (Translator),Maigret at the Gai-Moulin,151555680,Storage,Box #13
Steven Simmons,Body Blows,671636707,Storage,Box #13
John Simpson,Badges,9781615819546,Storage,Box #14
John Simpson,"Condor and Falcon (Condor One, Book 4)",9781615812455,Storage,Box #14
John Simpson,"The Condor and the Crown (Condor One, Book 6)",9781613721681,Storage,Box #14
John Simpson,"Condor One (Condor One, Book 1)",9780981737287,Storage,Box #14
John Simpson,Irish Winter,1935192361,Storage,Box #14
John Simpson,Jack and Dave,1615814191,Storage,Box #14
John Simpson,"Murder Most Gay (Capstone St. Patrick, Book 1)",9780981737225,Storage,Box #14
John Simpson,"Murder on a Queen (Capstone St. Patrick, Book 5)",9781613726693,Storage,Box #14
John Simpson,"Out of the Gilded Cage (Condor One, Book 5)",9781615817078,Storage,Box #14
John Simpson,"Rent Boy Murders (Capstone St. Patrick, Book 3)",9781613722404,Storage,Box #14
John Simpson,"Talons of the Condor (Condor One, Book 2)",9781615810314,Storage,Box #14
John Simpson,"Task Force (Capstone St. Patrick, Book 2)",9781935192152,Storage,Box #14
Ruth Simpson,From the Closet to the Courts,140043535,Storage,Box #40
Alan Sinfield,The Wilde Century,023110166X,Storage,Box #41
Linda Singer,Erotic Welfare,415902029,Storage,Box #36
Robert L. Singer (Editor); David Deschamps (Editor),Gay & Lesbian Stats,1565841557,Storage,Box #38
Rochelle Singer,Demeter Flower,312191952,Storage,Box #33
Patricia Sitkin,The Alexandros Expedition,093287035X,Storage,Box #14
Leo Skir,Boychick,,Storage,Box #14
Michelle Slung,Slow Hand,60165987,Storage,Box #20
Agnes Smedly; Paul Lauter (Afterword),Daughter of Earth,912670104,Storage,Box #33
Shelley Smith,Horizon of the Heart,930044754,Storage,Box #33
Cherry Smyth,Lesbians Talk Queer Notions (Lesbians Talk Issues),1857270258,Storage,Box #38
Anne Snyder,The Truth About Alex (Formerly Titled Counterplay),451149963,Storage,Box #14
William Snyder,Tory's,380765470,Storage,Box #14
Caro Soles (Editor),Meltdown!,1563332035,Storage,Box #25
Caro Soles (Editor); Stanislaus Tal (Editor),Bizarre Dreams,156333187x,Storage,Box #20
Diane Solway,A Dance Against Time,671788949,Storage,Box #40
Robbi Sommers,Kiss & Tell,1562800051,Storage,Box #33
Robbi Sommers,Personal Ads,1562800590,Storage,Box #33
Robbi Sommers,Players,941483738,Storage,Box #20
Robbi Sommers,Pleasures,941483495,Storage,Box #20
Robbi Sommers,Uncertain Companions,1562800175,Storage,Box #33
Susan Sontag,The Volcano Lover,385267134,Storage,Box #23
Tom Spanbauer,Faraway Places,60975520,Storage,Box #24
Tom Spanbauer,The Man Who Fell in Love with the Moon,871134683,Storage,Box #24
Rowan Speedwell,Finding Zach,9781615814466,Storage,Box #20
Colin Spencer,Homosexuality in History,151002231,Storage,Box #41
Stephen Spender,The Temple,60972424,Storage,Box #14
Lorrie Sprecher,Sister Safety Pin,1563410516,Storage,Box #33
Matthew Stadler,Landscape,452266475,Storage,Box #14
George Stambolian,Male Fantasies/Gay Realities,933322208,Storage,Box #38
George Stambolian,Men on Men,452258820,Storage,Box #14
George Stambolian (Editor),Men on Men 2,452261430,Storage,Box #14
George Stambolian,Men on Men 3,452265142,Storage,Box #14
George Stambolian; Felice Picano; Andrew Holleran,Men on Men 4,452268567,Storage,Box #14
Domna C. Stanton,Discourses of Sexuality: From Aristotle to AIDS (RATIO: Institute for the Humanities),472065130,Storage,Box #36
Star,Young Stallions Warrior Slaveboy,,Storage,Box #20
D. H. Starr,Wrestling with Desire,1608202216,Storage,Box #14
D. H. Starr,Wrestling with Love,983374732,Storage,Box #14
S. Steinberg,A Fairy Tale,440101816,Storage,Box #14
Robin Stevens (Editor),Girlfriend Number One,939416794,Storage,Box #38
Richard Stevenson,"Ice Blues (Donald Strachey, Book 3)",140094032,Storage,Box #14
Richard Stevenson,"On the Other Hand, Death (Donald Strachey, Book 2)",140083197,Storage,Box #14
Richard Stevenson,"Third Man Out (Donald Strachey, Book 4)",312089066,Storage,Box #14
Sylvia Stevenson,Surplus,930044789,Storage,Box #33
Samuel M. Steward,The Caravaggio Shawl,1555831524,Storage,Box #24
Samuel M. Steward,Murder is Murder is Murder,932870686,Storage,Box #24
Samuel M. Steward,Parisian Lives,312596669,Storage,Box #14
Jean Stewart,Isis Rising,962893889,Storage,Box #25
Jean Stewart,Return to Isis,962893862,Storage,Box #25
Beatrice Stone,The Sensual Thread,1879427184,Storage,Box #33
David Storey,Radcliffe,140023550,Storage,Box #14
Whitley Strieber,The Hunger,671427377,Storage,Box #24
H. L. Stryker,Obsessed!,933322186,Storage,Box #20
Chad Stuart,The Meat Eaters,,Storage,Box #20
Howard Overing Sturgis,Belchamber,192820028,Storage,Box #14
Margaret Sturgis,Danny,932870384,Storage,Box #14
Damon Suede,Hot Head,9781615819485,Storage,Box #14
Andrew Sullivan,Virtually Normal,679423826,Storage,Box #38
Penny Sumner,Crosswords,1562800647,Storage,Box #33
Penny Sumner,The End of April,1562800078,Storage,Box #33
Fae Sutherland,Letting in the Light,9781602728486,Storage,Box #20
Fae Sutherland; Marguerite Labbe,Taking Chances,9781602728462,Storage,Box #20
Jean Swallow,Leave a Light on for Me (Old Edition),1555831338,Storage,Box #33
Edward Swift,Splendora,821620010,Storage,Box #24
Scott Symons,Helmet of Flesh,452262275,Storage,Box #14
Gordon Rattray Taylor,Sex in History,,Storage,Box #36
Sheila Ortiz Taylor,Slow Dancing at Miss Polly’s,941483304,Storage,Box #33
Valerie Taylor (Author),Rice and Beans,094148341X,Storage,Box #33
Dorothy Tell (Author),Certain Smiles,1562800663,Storage,Box #33
Dorothy Tell,The Hallelujah Murders,941483886,Storage,Box #33
Dorothy Tell,Murder at Red Rook Ranch,941483800,Storage,Box #33
Dorothy Tell,Wilderness Trek,941483606,Storage,Box #33
Andre Tellier,Twilight Men,,Storage,Box #14
D. M. Thomas,The Flute Player,330260278,Storage,Box #14
Claire Thompson,The Handyman,9781605043197,Storage,Box #14
Claire Thompson,The Solitary Knights of Pelham Bay,9781450586085,Storage,Box #20
Claire Thompson,Wicked Hearts,9781448669264,Storage,Box #20
Lynne Tillman,Cast in Doubt (Paperback),671788140,Storage,Box #14
Nancy Toder,Choices,932870619,Storage,Box #33
Carla Tomaso,The House of Real Love,452268265,Storage,Box #33
Carla Tomaso,Matricide,452271118,Storage,Box #33
Pier Vittorio Tondelli; Translated by Simon Pleasance,Separate Rooms,1852422238,Storage,Box #14
Joseph Torchia,As if After Sex,003062858X,Storage,Box #14
Joseph Torchia,The Kryptonite Kid,30466768,Storage,Box #14
BA Tortuga,Galen & Shane 1: Rain and Whiskey,1933389818,Storage,Box #20
BA Tortuga,Galen & Shane 2:Tropical Depression,1934166359,Storage,Box #20
BA Tortuga,Galen & Shane 3:Hurricane,9781603701372,Storage,Box #20
Larry Townsend,Chains,1563331586,Storage,Box #20
Larry Townsend,Dream Master and Other SM Stories,1881684008,Storage,Box #20
Larry Townsend,Kiss of Leather,1563331616,Storage,Box #20
Larry Townsend,Leather Ad: S,1563334070,Storage,Box #20
Larry Townsend,The Long Leather Cord,1563332019,Storage,Box #20
Larry Townsend,"One for the Master, Two for the Fool",1555832091,Storage,Box #14
Larry Townsend,The Sexual Adventures of Sherlock Holmes,1563330970,Storage,Box #20
Larry Townsend,A Slave’s Gambit,1881684024,Storage,Box #20
Aaron Travis,Exposed,1563331268,Storage,Box #20
Aaron Travis,Slaves of the Empire,1563336464,Storage,Box #20
Violet Trefusis; Barbara Bray (Translator),Broderie Anglaise,151142408,Storage,Box #33
Calvin Trillin,Remembering Denny,None,Storage,Box #42
Ruth Turk,More Than Friends,553136615,Storage,Box #14
Karl Heinrich Ulrichs; Michael A. Lombardi-Nash (Translator); Vern L. Bullough (Foreword),The Riddle of Man-Manly Love Vol 1,087975866X,Storage,Box #41
Karl Heinrich Ulrichs; Michael A. Lombardi-Nash (Translator); Vern L. Bullough (Foreword),The Riddle of Man-Manly Love Vol 2,087975866X,Storage,Box #41
Umberto Saba,Ernesto,586087419,Storage,Box #15
Madeleine Urban; Abigail Roux,Warrior's Cross,1615810293,Storage,Box #15
John Valentine,Puppies,854490949,Storage,Box #20
Mariana Valverde,"Sex, Power, and Pleasure",889610975,Storage,Box #36
Candace Lee VanAuken (Author),Kite Maker,934678324,Storage,Box #33
Martha VanFelix-Wilde; Lucy van Felix-Wilde,The Ripening Fig: Tales of Emerging Womanhood,,Storage,Box #33
Marco Vassi,The Stoned Apocalypse (Richard Kasak Books),1563331322,Storage,Box #20
Shirley Verel,The Bee’s Kiss,941483363,Storage,Box #33
Shirley Verel,The Other Side of Venus,094148307X,Storage,Box #33
Bruno Gmunder Verlag,Spartacus International Gay Guide '96/97,3861870703,Storage,Box #38
Janine Veto,Iris,932870325,Storage,Box #33
Gore Vidal,Burr,None,Storage,Box #24
Gore Vidal,Creation,394500156,Storage,Box #24
Gore Vidal,Empire,394561236,Storage,Box #24
Gore Vidal,Hollywood,394576594,Storage,Box #24
Gore Vidal,Kalki,,Storage,Box #24
Gore Vidal,Lincoln,034531221x,Storage,Box #24
Gore Vidal,Live From Golgotha,140231196,Storage,Box #24
Vincent Virga,A Comfortable Corner,380808951,Storage,Box #15
Vincent Virga,Gaywyck,380758202,Storage,Box #15
Giovanni Vitacolonna,Sweet and Sour Romance,907040152,Storage,Box #15
Bruno Vogel; Samuel B. Johnson (Translator),Alf,854491554,Storage,Box #15
Zenobia N. Vole,Osten’s Bay,941483150,Storage,Box #33
Stephen Wade,Christopher Isherwood,312060408,Storage,Box #39
Jane Wagner,The Search for Signs of Intelligent Life in the Universe,60156732,Storage,Box #33
Tom Wakefield,Forties' Child,1852421169,Storage,Box #42
Tom Wakefield,Mates,907040241,Storage,Box #15
Alice Walker,Possessing the Secret of Joy,671789422,Storage,Box #24
Gerald Walker,Cruising,553136607,Storage,Box #15
Mitch Walker (Author); David Greene (Photographer); Bill Warrick (Illustrator),Men Loving Men,917342526,Storage,Box #36
Velma Wallis (Author); Jim Grant (Illustrator),Two Old Women,60975849,Storage,Box #24
Marianne Walters (Editor),The Invisible Web,898627346,Storage,Box #38
Donald Ward,Death Takes the Stage,312034741,Storage,Box #15
Merrill Ward,Gay Threads in the Fabric of Western Culture,961504307,Storage,Box #40
Patricia Nell Warren,The Beauty Queen,688033504,Storage,Box #15
Patricia Nell Warren,The Fancy Dancer,452263204,Storage,Box #15
Patricia Nell Warren,Harlan’s Race,964109905,Storage,Box #15
K. C. Warwick,Prove a Villain,9780982826737,Storage,Box #15
Mary Helen Washington; Alice Walker,Any Woman's Blues - Stories by Contemporary Black Women Writers,860682048,Storage,Box #24
David Watmough,The Connecticut Countess,895941252,Storage,Box #15
David Watmough,No More Into the Garden,385134525,Storage,Box #15
David Watmough,The Time of the Kingfishers,1551520087,Storage,Box #15
David Watmough,Vibrations in Time,889623406,Storage,Box #15
Evelyn Waugh,Brideshead Revisited,965041913,Storage,Box #15
Evelyn Waugh,Charles Ryder’s Schooldays and Other Stories,316926396,Storage,Box #15
Evelyn Waugh,A Handful of Dust (1934) and Decline and Fall (1928),,Storage,Box #24
Evelyn Waugh,The Loved One,None,Storage,Box #24
Evelyn Waugh,The Ordeal of Gilbert Pinfold,140017941,Storage,Box #24
Evelyn Waugh,Scott-King's Modern Europe,,Storage,Box #24
Evelyn Waugh,When the Going Was Good,316926469,Storage,Box #24
Brenda Weathers,The House at Pelham Falls,930044797,Storage,Box #34
George Weinberg,Society and the Healthy Homosexual,385050836,Storage,Box #38
John Weir,The Irreversible Decline of Eddie Socket,60161620,Storage,Box #15
Denton Welch; William Burroughs (Foreword),In Youth is Pleasure,525481613,Storage,Box #15
Pat Welch,Murder by the Book,941483592,Storage,Box #34
Pat Welch,A Proper Burial,1562800337,Storage,Box #34
Pat Welch,Still Waters,941483975,Storage,Box #34
John Lee Weldon,Memory Touches Memory,854491147,Storage,Box #15
Jess Wells,Aftershocks,1879427087,Storage,Box #34
Jess Wells,Two Willow Chairs,940721015,Storage,Box #34
Lindsay Welsh,Bad Habits,1563330687,Storage,Box #20
Ralph W. Weltge (Editor),The Same Sex;,,Storage,Box #38
Peter Weltner,The Risk of His Music,1555972535,Storage,Box #15
Gerald Wening,Firestorm,093287052X,Storage,Box #15
Tom West,"Hot, New Talent",,Storage,Box #20
Dave White,Exile in Guyville,9780739467379,Storage,Box #42
Edmund White,The Beautiful Room is Empty,394564448,Storage,Box #15
Edmund White,Boys Own Story,330281518,Storage,Box #15
Edmund White,Caracole,525242813,Storage,Box #15
Edmund White (Editor),The Faber Book of Gay Short Fiction,571144721,Storage,Box #15
Edmund White,Nocturnes for the King of Naples,312576536,Storage,Box #15
Edmund White; Adam Mars-Jones,The Darker Proof,452260701,Storage,Box #15
Edmund White (Author); Hubert Sorin (Illustrator),Sketches From Memory,330336614,Storage,Box #42
Joanne Whitfield (Author),Cody Angel,934678286,Storage,Box #34
George Whitmore,Confessions of Danny Slocum,312162227,Storage,Box #15
George Whitmore,Nebraska,802100260,Storage,Box #24
Catherine Whitney; Christine Henny (Afterword),Uncommon Lives,453007155,Storage,Box #38
George Wickes,The Amazon of Letters,445042311,Storage,Box #40
Deborah Wiese,Hodag Winter,941300188,Storage,Box #34
Mara Wild (Editor); Mikaya Heart (Editor),Lesbian Adventure Stories,961512938,Storage,Box #34
Oscar Wilde,The Picture of Dorian Gray and Other Writings,553212540,Storage,Box #24
Thornton Wilder,The Collected Short Plays of Thornton Wilder Vol I,155936131X,Storage,Box #40
Thornton Wilder,The Collected Short Plays of Thornton Wilder Vol II,1559361492,Storage,Box #40
Gale Wilhelm,Torchlight to Valhalla,930044681,Storage,Box #34
Gale Wilhelm,We Too Are Drifting,930044614,Storage,Box #34
Amanda Kyle Williams,Club Twelve,941483649,Storage,Box #34
Amanda Kyle Williams,The Providence File,941483924,Storage,Box #34
Amanda Kyle Williams,A Singular Spy,1562800086,Storage,Box #34
Amanda Kyle Williams,The Spy in Question,156280037X,Storage,Box #34
Jana Williams (Author),Scuttlebutt : A Novel,932379893,Storage,Box #34
Karen Williams,Love Spell,096289382X,Storage,Box #34
Tennessee Williams,One Arm and Other Stories,811202232,Storage,Box #24
Angus Wilson,Hemlock and After,586049037,Storage,Box #15
Anna Wilson,Cactus,906500044,Storage,Box #34
Barbara Wilson,Ambitious Women,931188369,Storage,Box #34
Barbara Wilson,Cows and Horses,933377010,Storage,Box #34
Barbara Wilson,The Dog Collar Murders,1878067257,Storage,Box #34
Barbara Wilson,Gaudi Afternoon (A Cassandra Reilly Mystery),093118889X,Storage,Box #34
Barbara Wilson,Miss Venezuela,093118858X,Storage,Box #34
Barbara Wilson,Murder in the Collective,1878067230,Storage,Box #34
Barbara Wilson,Sisters of the Road,1878067249,Storage,Box #34
Barbara Wilson,Trouble in Transylvania (Cassandra Reilly Mysteries),1878067494,Storage,Box #34
Barbara Wilson,Walking on the Moon,931188180,Storage,Box #34
Carter Wilson,Treasures on Earth,1555831729,Storage,Box #15
George Wilson,Barebutt Rider ,,Storage,Box #20
Mary Wings,Divine Victim,452272106,Storage,Box #34
Mary Wings,She Came Too Late,895942445,Storage,Box #34
Ocala Wings,Singin’ the Sun Up,094130020X,Storage,Box #34
Lady Winston (Editor); Pat Califia (Foreword),The Leading Edge,917597095,Storage,Box #34
Jeanette Winterson,The Passion,679724370,Storage,Box #34
Jeanette Winterson,Written on the Body,679744479,Storage,Box #34
Jeanette Winterson (Author); Illustrated by Paula Youens (Illustrator),Boating for Beginners,413590208,Storage,Box #34
William Wiser,Disappearances,525481052,Storage,Box #15
L. A. Witt,The Distance Between Us,160928125X,Storage,Box #15
Monique Wittig; David Le Vay (Translator),Les Guérillères,807063010,Storage,Box #24
Monique Wittig; David Le Vay (Translator),The Lesbian Body,688029000,Storage,Box #34
Deborah Goleman Wolf,The Lesbian Community,520036573,Storage,Box #38
Chris Anne Wolfe (Author),Fires of Aggar,934678588,Storage,Box #25
Chris Anne Wolfe,Shadows of Aggar,934678367,Storage,Box #25
Sean Wolfe,Close Contact,758208502,Storage,Box #20
Sean Wolfe,Eight Inches,9780758234322,Storage,Box #20
Larry Wolff,The Boys and Their Baby,312028784,Storage,Box #15
Terry Wolverton (Editor); Robert Drake (Editor),Indivisible,452266769,Storage,Box #24
George Woodcock,Oscar Wilde,092168942X,Storage,Box #40
Terry Woodrow (Editor),Lesbian Bedtime Stories,961512911,Storage,Box #20
Terry Woodrow (Author),Lesbian Bedtime Stories 2,096151292x,Storage,Box #34
Larry Woodword,Carpenter's Apprentice,,Storage,Box #20
Graene Woolaston,Stranger Than Love,907040810,Storage,Box #15
Virginia Woolf,Orlando,None ,Storage,Box #24
T.C. Worsley,Fellow Travellers,907040519,Storage,Box #16
Stephen Wright (Editor),Different,None,Storage,Box #16
Writing-OnCollective,Collective Image,,Storage,Box #17
David Wurtzel,Thomas Lyster,946189358,Storage,Box #24
Kieran York,Timber City Masks,1879427133,Storage,Box #34
Ian Young (Editor),On the Line,895940485,Storage,Box #16
